name,website
8coupons,http://www.8coupons.com/
Warm Milk,
Carrot Creative,http://carrot.is/creative
Sole Survivor,
MR ECO MARKETS,
Relate,
"Serviceful, Inc",http://www.serviceful.com
little m media,
Opt-Intelligence Inc.,http://www.opt-intelligence.com/
Smart Money Entrepreneurs - http://SME.vc,http://www.linkedin.com/profile/view?id=85210097&trk=tab_pro
Primary Wave Music,http://www.primarywavemusic.com/
Beyond Vision Group,
YourSimSpot.com,https://YourSimSpot.com
ChargeMyPhone.us,http://www.chargemyphone.us
"JudgmentMarketplace.com, LLC",http://judgmentmarketplace.com
Green Vendors Inc,http://www.greenvendorsnyc.com
"Caeden, Inc.",http://www.caeden.com
"SamStella, LLC",http://www.samstella.com
Associated Renewable Inc.,http://www.associatedrenewable.com/
humanize.us,
Cartoon Encyclopedia,http://www.CartoonEncyclopedia.com
Elements Digital Health ,
"Poolami, Inc.",http://www.yeva.me
AppSense,http://appsense.com
SoUL Cinematic City Guides by International Film Factory LLC,http://soundsofurbanlife.com
Yieldmo,https://yieldmo.com/
Tiny Mantis,http://www.tinymantis.com/
Interactive Edge,http://www.interactiveedge.com/
GLG,
Beyond Reality,
PCB:NG,http://www.pcb.ng
Quepasatv.com,http://www.quepasatv.com
Wavely,http://www.wavely.net
txbk,http://txbk.co
Christopher Jarczynski,
Esplori,http://esplori.net
Pinkdingo,
Sentinel,
Kidz News,
Gigstarz Media LLC,http://www.gigstarz.com
LifeCycle Laboratories,http://www.lifecyclelaboratories.com
BlackFeet Films,http://www.blackfeetfilms.com/
KeyMe,http://www.keymeonline.com
SmartWork,
Sign and dine deaf restaurant,
WineZetta,http://www.winezetta.com
The Brooklyn Garage,http://www.thebrooklyngarage.com
I'm In The Kitchen,http://iminthekitchen.com/
YouDealit,http://youdealit.com
Kiboo Life Inc.,https://www.kiboo.com/
www.eatdrinkjobs.com,http://www.eatdrinkjobs.com
Loklok,http://loklok.co
Our Universal Language,http://www.ouruniversallanguage.com
SHMILY,http://strikingly.com/shmily
Vino247,http://vino247.com
The Crunchy Condiment Company,http://www.onioncrunch.com
Kohort,http://kohort.com
Moven,http://www.moven.com
Evidon,http://www.evidon.com/
Investable Loans,http://investableloans.com/
Great Movers NYC,http://nycgreatmovers.com/
"Curvy Girlz Lingerie, LLC",http://www.curvygirlzlingerie.com
iPintoo,https://www.ipintoo.com
Pontiflex,http://www.pontiflex.com
vanblu.com,http://instagram.com/vanblu.nyc
nLytics,
Assured Labor,http://assuredlabor.com
Enrobed ,http://www.mygeniustrainer.com
GoHele,http://www.gohele.com
Grouper,http://www.joingrouper.com
Dash Software,http://www.paywithdash.com
"MPDesign, LLC",http://www.michaeldepaulo.com
Shoal Market,https://www.shoalmarket.com
Riff Dish,
ASAP Property Management,http://flatfeeasap.com
TrueGether,http://www.truegether.com
The Good Samaritan Social Hall & Tavern,http://thegoodsamaritan.org/
DeStress Box,https://www.destressbox.com
BluEarth Aromatherapy,
TuneSat,http://www.tunesat.com/
DermApproved.com,http://dermapproved.com
OnDeck,https://www.ondeck.com
Socialyk - A DBA of Intelliber INC,http://www.intelliberinc.com
Sheffa Foods,http://www.sheffafoods.com
the rental navigator,http://www.therentalnavigator.com/
the recognition enterprise,
GroundGlass Motion Picture Company,http://www.groundglasspictures.com/
Copy-Writer.co,http://www.copy-writer.co
Partpic,http://partpic.com
"PlaceIQ, Inc.",http://www.placeiq.com/
EDMdesigner,http://edmdesigner.com
Golden Flamingo,http://www.goldenflamingo.us
Khazmoz Inc.,http://www.khazmoz.com
Quotiful,http://www.quotiful.com
CGI,
Clouds Arena,
wondr.,https://wewondr.com
0s&1s Novels,http://0s-1s.com
Oyster,http://www.oyster.com
Article One Partners,http://www.articleonepartners.com
Cosi Productions,http://www.cosiproductions.com www.peleapp.com
ovenhotfoodgroup,http://ovenhotfoodgroup.com
Nineteenth Amendment,http://www.nineteenthamendment.com
DAMN Digital Studio,http://www.damndigitalstudio.com/
Validately,https://www.validately.com
UpSurge Media Group LLC,http://www.upsurgemedia.com/
Braintech,
KEOCONNECT,http://www.keoconnect.com
Authorstransinc@gmail.com,
Cherrysh,http://www.cherryshapp.com
Orion,http://www.OrionHealthSystems.com
CUTTIME.FM,http://cuttime.fm
ozEworks,http://www.menopausetracker.com
StarlingHealth,http://www.starlinghealth.com
ACE Innovative Networks,http://www.aceinnovative.com/
"BrideClick, Inc",http://www.BrideClick.net
Pyer Moss,http://pyermoss.com
New Beginning House,
L2,
MAGNETIK,http://magnetik.com/
Naturelle.co,http://naturelle.co
Write List,
Manufacture New York,http://manufactureny.org
FanBridge,http://www.fanbridge.com/
Relevant Mobile,http://www.relevantmobile.com
Bijoor,
Numaio LLC,http://numaio.com/
The Hole,http://theholenyc.com
StartApp,http://www.startapp.com/
Possible,http://possiblehealth.org/
Style has a Pulse,
REE Paper Technologies Ltd.,http://reepaper.com
Green Bins LLC,https://gust.com/c/green_bins
Cornell NYC Tech,http://www.cornell.edu/nyc/
Email Insights,
Your File System Inc.,http://www.your-file-system.com
NL Collective Group ,http://www.nlcollective.com
MINR,
Propulse Health LLC,
EquityZen,https://equityzen.com
"The CLIC, Inc.",http://www.theclic.net
Nerve,http://www.nerve.com/
Push For Pizza,http://pushforpizza.com
eflypt,http://www.eflypt.com
Real,
"ClosingBell, Inc.",https://closingbell.co
Monkey Bar Collective,http://monkeybarcollective.com/
API Fortress,http://apifortress.com
Blue Bonnet Basket,
bMobilized,http://www.bmobilized.com
The Innovations of Michael D. Wenz,
Two Sigma Investments,http://www.twosigma.com/about.html
Romani Novo,
Haute Coiffeure,http://www.anthonyleonardsalon.com
Take Me Out Global LLC ,http://www.takemeoutnyc.com
Netlan Technology Center,http://netlan.com/
EverExplore,http://www.incomparablethings.com
Treevolt Energy,http://www.treevolt.com
ExoticLengthz,http://pending
Hopskoch,http://www.hopskoch.com
87AM,http://87am.com/
LivePerson,
Jetzy,https://www.jetzyapp.com/
FoodieForAll,http://www.foodieforall.com
CheetahMail (acquired by Experian),http://www.experian.com/marketing-services/cheetahmail.html
HNMSolutions,http://healthexchange.care
Memrise,http://www.memrise.com/about/jobs/
Adhara,http://www.adharany.com
Fiesta Frog,http://www.fiestafrog.com
Bodian Associates,
SQDM Inc.,http://StyleQueen.me
FlyKly,http://www.flykly.com
NUMBER:Lab,https://number-lab.com
Progress by the Page,http://www.progressbythepage.com
PeepsOut,http://www.peepsout.com/
FoundersCard,https://founderscard.com/
mugs for mothers,http://www.mugsformothers.com
SpiceToMeetYou,http://www.spicetomeetyou.com
Barzaga Capital,http://eyewholesaleproperties.com
Airto Inc,http://www.seatassignmate.com
Taykey,http://taykey.com/
Chalkable,http://chalkable.com
Platinum Airlines Inc,
RentShare,http://rentshare.com
Quality Reviews,http://www.ratemyhospital.com
Assegai LLC,
The Regulars,http://www.theregulars.com
Feminist Wednesday ,http://www.feministwednesday.com
LocalResponse,http://localresponse.com
Pokilia,http://www.pokilia.com
DOOR3 Business Applications,http://door3.com/
Kairosly Inc.,http://www.kairosly.com/
Ez Texting,http://www.eztexting.com/
smackfu,http://www.smackfunyc.com
Obos,http://www.planetobo.com
Blip,http://blip.tv/
"Business Management Consortium, LLC",http://www.constructionpunch.com
Origins,http://origins.io/
Onevest,https://onevest.com/
Metro Mobile World,http://ideasupport.net/view/lmgq2bj4748h1ovy/
TNJ-graphics,http://tnjgraphics.wix.com/shop
Fantasy Buzzer ,http://www.fantasybuzzer.com
Shift,http://shiftlabny.com/
MedLidar,
Helo,
MatchPuppy,http://www.matchpuppy.com
"Boyle Software, Inc.",http://www.boylesoftware.com/
XStream Analytics,
Maison La Vie,http://www.maisonlavie.co
Third Wind,
FOODBALL,
Invite2Watch,http://www.invite2watch.com
HyperScience,http://www.hyperscience.com
Mobinable,http://mobinable.com
Derrek Thomas Brian Inc.,
MyiArts,http://www.myiarts.com
Salpare,http://www.Salpare.net
Sociable NY,http://sociablenewyork.com
Kognito Interactive,http://www.kognito.com
Motivate Design,http://www.motivatedesign.com/
Oh My Rockness,http://www.ohmyrockness.com/
AdStack [acquired by TellApart],
Busker,"http://busker.fm || username: will, password: will"
Wellthy,http://www.wellthy.com
MyPackagePlace,http://www.mypackageplace.com
EZBZ Inc,
"The Mosaic Theory, LLC",http://www.mosaictheories.com
Decker Design,http://deckerdesign.com/
VeriFone GlobalBay,http://www.verifone.com/
Graphik Content Studios,http://www.graphikcontent.com
IgnitionOne (formerly SearchIgnite),http://www.ignitionone.com/en/
Dattch,http://www.dattch.com
MS CONSULTING INC.,
MyClean,https://www.myclean.com/
Wingit,http://www.wingit.so
Compass,
10Lines,http://www.10lines.net
Agon Creative,http://agoncreative.com/
Subuno,http://www.subuno.com
Yisaca LLC,http://www.yisaca.com
B.E.N. Network,http://www.BenNetwork.com
Art Matters,http://N/A
Jane August,http://www.janeaugust.com
HouseTab,http://www.myhousetab.com
Sekwel Systems,http://www.sekwel.com
Career Quad  STUDIOS,
Dias Tech,
"Skills Entertainment, Inc",http://www.skillsentertainment.com
Luly Inc,http://www.luly.com
Striker Tactics,http://mink1231.wix.com/strikertactics
"Freshthrills, LLC",http://www.freshthrills.com/
Ai Media Group,http://aimediagroup.com/
Seed Scientific,http://seedscientific.com
Relevent,http://relevent.com/
Golden Ceiba Productions,http://www.goldenceibaproductions.com
Lihnk,http://www.lihnk.com
Night Agency,http://www.nightagency.com/
BrightBod ,
"Trotting Sheep Productions, LLC",
Caskers,http://caskers.com
Able Markets,http://www.ablemarkets.com
Avec,http://avec.us
89 Second Productions,http://www.89-second.com
"Uni-Data & Communications, Inc.",http://www.unidatait.com/
"Uvalue, Inc.",http://uvalue.co
"Hands-Free, LLC",http://www.quikiks.com
RUN,http://www.rundsp.com/
NowThis News,http://www.nowthisnews.com/
teeming,
Sybarite Productions,http://www.sybariteproductions.net/FinalPresentation.pdf
Betobe,http://www.betobe.us
GEO TECHNOLOGIES,http://geotechnologies.us
NPOWER,http://www.npower.org/
Vision Chains,http://visionchains.wix.com/visonchains
Naked Apartments,http://www.nakedapartments.com/
OnSwipe,http://www.onswipe.com
Pure Love Management,http://www.goodlovescene.com/home.html
Indeed.com,http://www.indeed.com/
N I Jacobs & Associates,http://www.nijlaw.com
PennyFunds,
FSC (FunSexyCool),http://www.funsexycool.com
Wondren,http://www.wondren.com
YouSayToo Inc.,http://www.yousaytoo.com
Netfast Technology Solutions,http://www.netfast.com
Vedaa Minechem,
Jet Partners,http://www.jetpartners.aero
TvTak,http://www.tvtak.com
Maccha,
Careeris,http://careeris.com
Magnificent Baby,http://MagnificentBaby.com
OutreachSpeed,http://OutreachSpeed.com
Siwa Inc.,http://siwa.ai
Curvaceous K LLC,http://curvaceousk.com
Bee Organic,http://www.beeorganicusa.com and www.beeorganic.co.com
Qualicel,http://www.qualicel.com
FitnessHome,
Susten,http://www.sustencorp.com
Wuteva Wurkz Mngt.,
PeoplePerHour,http://www.peopleperhour.com/
HealthyUs,
SolarList,http://www.solarlist.com
LinkingSport.com,http://linkingsport.com
"EquaMetrics, Inc.",http://equametrics.com/
Pivotal Labs,http://pivotallabs.com/
workZeit,http://www.workzeit.com/
yarov one winery,
Shopikon,http://www.shopikon.com
Arrow Leads Inc.,
PublicStuff,http://www.publicstuff.com
Boredom Therapy,http://www.boredomtherapy.com
Dream High Inc.,http://dreamhighinc.com/
Coaliton for Queens (C4Q),http://www.c4q.nyc/
Gigantic Mechanic,http://www.giganticmechanic.com/
Social Studies,http://wethesocial.com/
"The 90odd Project, Inc.",http://90odd.com
"ByteFly, Inc.",http://www.bytefly.com/
R&R laundromat ,
"TSAG, Inc.",http://www.tsaginc.com
Hara Partners,http://www.harapartners.com/
Stray Boots,http://www.strayboots.com
Choozer,http://choozerjobs.com
CrossWorld Warranty Inc.,
iMedicare,
GSS Research,
TRRIGR LLC,http://www.trrigr.com
Postling,https://www.postling.com/
THE CULINARY CHEFS CONNECTION INC,http://www.TheChefsConnection.com
Scaffold,http://thescaffold.com
Excursionist,https://www.excursionist.com/en-us/
"Immediate Pain Relief, LLC",http://www.paincareglobal.weebly.com
USL Technology Consulting,http://www.usltechnologyconsulting.com/
Cloud DX Inc.,http://www.cloudDX.com
Button,https://www.usebutton.com/
Ahhdio,http://www.ahhdio.com
McKinsey,
FirePole,
BestDailyDates,http://bestdailydates.com
Brouha,http://www.brouha.me
PRSUN Communications,http://puertoricosun.com
Encore Applications corp,http://www.realtysmartapps.com
Fusebed,
Global Wealth Systems,http://www.totalwealthreporting.com
Phytology Labs Inc,http://www.phytologylabs.com
Let's Gift It,http://letsgift.it
RidaText,
"Pica9, Inc.",http://pica9.com/
MapThatPad,http://www.mapthatpad.com/
Talely LLC,http://www.talely.com
Bonobos,http://www.bonobos.com/
Local Projects,http://localprojects.net/
Etsy,https://www.etsy.com/
IT Central Station,
Learning Carpets,http://learningcarpets.com
Vaultive,http://www.vaultive.com/
Tomorrow Lab,http://tomorrow-lab.com/
The Mamas Network,http://www.themamasnetwork.com
Focus + Finance,http://www.focusandfinance.com
"Aksel Group, Inc",http://akselparis.com/
CrimeTV.com,http://CRIMETV.COM
HyPR,http://www.hyprbrands.com
"Tapinator, Inc.",http://tapinator.com
Contently,
mayamerson,http://www.dancesportbeauty.com
Park.it Labs,http://parkitlabs.com
General Assembly,https://generalassemb.ly/
KNO Clothing,http://www.knoclothing.com
SecondMarket,http://www.secondmarket.com
Enhance Your Style,http://www.enhanceyourstyle.com
Explore NYC Parks,http://explorenycparks.com/#
Transcription-Services-US,http://www.transcription-services-us.com/
Family first ,
"Dude, where's my carburetor?",http://anhqly.com
"Love Through Wisdom, LLC",http://www.lovethroughwisdom.com
eCruit,http://tryecruit.com
insightXM,http://www.insightxm.com
mosuq.us,http://mosuq.us
CollegeHumor,http://www.collegehumor.com/
Hydra Media Technology,http://gethydra.com
City Island Software,http://cityislandsoftware.com
Vital Score,http://www.vitalscorehealth.com
Hipercept,http://hipercept.com/
FortuneKeeper LLC,http://www.fortunekeeper.com
GRP Computer Consulting,http://GRPComputerConsulting.com
Zady,http://www.zady.com
forcemobiletech.com,http://www.force-mobiletech.com
Bellhop,http://www.bellhop-app.com
SoTechie Spaces,http://sotechiespaces.com
Power Associates,http://www.ispyer.com
News Board,
Baltia Airlines,http://www.baltia.com
Fananza,http://www.fananza.com
NuSkool,http://www.nuskool.com
Zenly,https://zenly.com
Full Stack Marketing,
Econsultancy (acquired by Centaur),http://econsultancy.com/us
Tea Time,
MonPets,http://www.youtube.com/user/MonPetsGame
The Strategy Dept.,http://www.thestrategydept.com/
CareerCourse,
Rob & Sophia's Shrimp Burgers,
Uniimmune,
Refer-A-Friend,
Memri,
Raaka Chocolate,http://www.raakachocolate.com
Pad Squad LLC,http://www.padsquad.com
PSSNL/MPEINC,http://sites.google.com/a/museandperryenterprises.com.co/pssnl/
CSRHub LLC,http://www.csrhub.com
"Adkins Capital Management, LLC",http://residentialrealestateanalysis.com
"Enhanced Business Solutions, Inc.",http://enhancedpbx.com
Opera Solutions,http://www.operasolutions.com/
Go Digital NY,http://www.godigitalny.com
"Sky Homes, LLC",http://www.skyhomesusa.com
Beach Facility Innovations,
Wagepoint,http://wagepoint.com/
Artisan Online,https://sites.google.com/a/artisanonline.co.uk/home/
EDITH,http://edithjewels.com
Adaptly,http://www.adaptly.com/
Gravity,
"Eveready Development, LLC",http://www.evereadydevelopment.com
Pocket Secretary ,
Mobile Mechanic,
SuperStockJockey,http://www.SuperStockJockey.com
Sapphire Foundry,http://www.sapphirefoundry.com
More Keys Properties,http://www.realtybrooklyn.com
Refinery29,http://www.refinery29.com/new-york
OKFocus,http://okfoc.us/
"Sciplay, a wholly owned subsidiary of Scientific Games",http://www.sci-play.com/
Gigwax,http://www.gigwax.com
"Magpie, LLC",http://www.GirlU.com
Denarri,http://www.denarri.com
Ahhaa ,https://www.ahhaa.co
Global Union Music,
Google,https://www.google.com/
Project Eve,http://www.myprojecteve.com
Toilets for People,http://www.toiletsforpeople.com/
Kangu.org,http://www.kangu.org
Brightidea Inc.,http://www.brightidea.com/
GamePress,http://www.GamePressApp.com
Wedge Technologies,http://www.wedge-technologies.com
DataKind,http://www.datakind.org/
Digital Brewery,http://www.digitalbreweryny.com/
Appinions,http://www.appinions.com
NoiseTrade,http://noisetrade.com/
"Zazoom, LLC",http://zazoomvideo.com
Spute It ,http://www.sputeit.com/
Muddle,
CoverBand,
ideaphore,http://ideapho.re
"LoftTea, Inc. ",http://www.lofttea.com
adMarketplace,http://www.admarketplace.com/
"vshore,LLC",http://www.vshore.com
Bleepr,http://bleeprapp.com
Cashforce (Techstars '15),http://www.cashforce.com
"Bar & Club Stats, Inc.  ",http://barandclubstats.com/
DonateToBand,http://www.donate-to-band.com/
McGraw-Hill Digital,http://www.mcgraw-hill.com/site/careers
inlist,http://wwwinlist.com
Recombine,
"Ogg Trading, LLC",http://www.oggtrading.com
Prong Inc,http://prong.com
SnagFilms,http://www.snagfilms.com/welcome?redirect=/
Performance Logic,http://www.performancelogic.com/
Real Food Works,http://www.realfoodworks.com/about/jobs/
CoursePalette,http://www.coursepalette.com
Skipt,
PhastCloud.com,http://www.phastcloud.com
Catalyst Global LLC,http://www.catalyst-ir.com
RENTTOU,http://www.renttou.com
taap.it,http://www.taap.it
Sloan Capital,http://www.sloancg.com
Thames Engineering Ltd,
Way Way,
Artemest,http://www.artemest.com
Shapemix,http://www.shapemix.com
Stride,http://www.stridenyc.com
Optimize New York,http://www.optimizenewyork.com/
Feengo,http://www.feengo.com
PushProgress,http://www.PushProgressApp.com
treatings,https://treatings.co/
"Preston Stuart dba ""KM""",
Beaut.ly,
SIVI Corporation,http://www.SIVI.com
Sample Application,
"ITHA ALLEYNE-DASNEVES, ADN ARTISTS & AUTHORS PUBLISHING",http://www.adn.vpweb.com
SunMode,
Jauntlet,http://jauntlet.com
TheTake,https://thetake.com
GRÜV-IN,http://www.gruv-in.com
GC Worldwide ,
Rootbuzz,https://www.rootbuzz.com/
CHRISTIAN COTA INTERNATIONAL LLC.,http://www.christiancota.com/
deep blue studio,http://www.i-sco.com
CityBird Inc.,http://www.citybirdregistry.com
Authintic,http://www.authintic.com
Live Gamer,http://www.livegamer.com/
HealthIQ,
ZAOZAO ,http://www.shopzaozao.com
"ABACEO, Inc.",http://abaceo.com
Haute-Trader,http://www.HauteTrader.com
Appetizer Mobile LLC,http://appetizermobile.com
TailBus,http://www.tailbus.com
Honey,http://www.honey.is
Phreesia,http://www.phreesia.com
Brooklyn United (in association w/ Brooklyn Digital Foundry),http://www.brooklynunited.com/
FilmUin Inc.,http://filmuin.com
Medialets,http://www.medialets.com
Afromedia News Corps,http://www.conectmagazine.com
Solis Spaces - The Gallery,http://www.solisspaces.com
Not Now,
Fashion4Freedom,http://www.fashion4freedom.com
Fred Knott,
Edelman Digital,http://www.edelmandigital.com/careers/
Womenalia,http://www.womenalia.com
Essence Ice cream LLC,http://www.essenceicecream.com
Socialtyze,http://socialtyze.com
Konrad Group,http://www.konradgroup.com
Efficiency Proficiency,
Kid Games Interactive,http://kidgamesinteractive.com
unfold: Share Better,http://www.getunfold.com
Cup & Compass,http://www.drinkcnc.com
Rangri,http://rangri.com.br
Concept Farm,http://www.conceptfarm.com/#/howdy
Soteria,
Delicate Curves,http://www.delicatecurves.com
Sac Holdings Inc.,http://www.sacholdingsinc.com
DoGoodBuyUs,http://www.DoGoodBuy.Us
FreeDirectMedia.com,http://www.freedirectmedia.com/
"Astral Consulting Services, LLC",
BrightWire,https://www.brightwire.com/
Armoryinteractive LLC,http://armoryinteractive.com
Toura,http://toura.com/
AppFirst,http://www.appfirst.com/
Dailymotion,http://www.dailymotion.com/us
BusGenie,
The Closet Squad,http://www.theclosetsquad.com
Enliken,http://enliken.com
Yarly,http://www.yarly.co
Worldwide Biggies,http://wwbiggies.com/
Winter Film Awards,http://www.WinterFilmAwards.com
ModelStudent,http://modelstudent.org
Startup Impuls,http://startupimpuls.com/
Quartz,http://qz.com
front yard nyc,http://frontyardnyc.com
OffLane,
Tribal DDB Worldwide,http://tribalworldwide.com/
XLABS,
"Lavel/Henry- Henry/Lavel Intellectual, Inc.",Http://www.visionsofavisionary.com
EventNow Inc,http://www.eventnow.com
Neocast.fm,http://neocastfm.com
Zetawatt,
cinder,http://cinder.com
Our Street,http://www.ourst.co
SlideTeam PowerPoint Designs,
CAPPTURE,http://www.cappture.com
MOpro,http://www.mopro.com/
AutoSlash.com,http://www.autoslash.com/
FriendsEAT,http://friendseat.com/
NAWRAS-TECH LLC,http://nwras.tk/
Mootch,http://mootch.it
PlayFitness corp,http://playfitness.com
DESMAN,http://www.desman.com/
AxialMarket,http://www.axial.net/
Type/Code,http://typecode.com/
Modus Associates | Digital Strategy &  Design,http://modusassociates.com/
Augmate Corporation,http://www.augmate.com/
Digital Brand Architects,http://thedigitalbrandarchitects.com/
"BriteRise Systems, LLC",http://www.briterise.us
RadixTV,http://radixtv.com
"eFood Junction (Hospitalty Junxion, Inc. dba eFood Junction)",http://www.efoodjunction.com
shuvashree Inc,
The Glass Sister,http://www.desideratapictures.com
TransPerfect Translations,http://www.transperfect.com/
AppAddictive,http://www.appaddictive.com/
"Ballooning Nest Eggs, Inc.- Astia portfolio company",http://www.ballooningnesteggs.com
Spoon Dive,http://spoondive.com
"Ensa.com, Inc.",http://ensa.com
Gamingo,https://en.gamigo.com/
Links2Legends,
"R&C WRITERS, LLC",http://www.godaddy.com
Five Elements,
bogus,
Krsna World Entertainment,http://www.KrsnaEntertainment.com
"PritiMind, Inc",http://www.pritimind.com
Cleeyor Innovations,http://www.Cleeyor.com
Brivea Inc,http://www.brivea.com
AbridgeME,
A.H. COLLECTIBLES,http://www.ah-collectibles-store.com
Main Street Hub,
Find Your Facemate,http://www.findyourfacemate.com
"Kevin Davis Productions, LLC",
Field Center,http://zicklin.baruch.cuny.edu/centers/field
SmartCell,
eLearning Mind,http://elearningmind.com
Shorty Awards,http://shortyawards.com/
QR On.It,http://www.qron.it
WorldReserve Corp,http://boomBID.com
Reflexions Data,http://www.reflexionsdata.com
Yammer,http://yammer.com
Sari Xchange,http://www.sarixchange.com
Foodspotting,http://www.foodspotting.com/find/in/The-World
Levo League,http://www.levoleague.com/
SocialQ,https://www.socialq.com/
Poutsch,
Bell Boardz,https://www.facebook.com/bellboardz
Grovo Learning,http://www.grovo.com
PayCollective,http://paycollective.com
Dynamic Sunset Consulting,http://www.dynamicsunsetconsulting.com
Dr. Jojo's,http://www.drjojos.com
AirKast,http://airkast.com/
NewInteractions,http://www.newinteractions.com
"Sus4Media, Inc.",http://sus4media.com/
Jeweler Market,
Shanghai Shanghai,http://shanghaitheseries.com/
Ideal Properties Group,
Cloud9 Smarthome (in assoication w/ Everglades technologies),http://www.c9ny.com/
R3move,
Assertmeds,http://www.assertmeds.com/
Air Traveling Delights,
Sappin Global Strategies,http://www.sappinglobal.com
Bright Power,http://www.brightpower.com
Transparensee,http://transparensee.com/
"OFC, LLC",http://www.ofc.tv
Speech Empowered,
NearVerse (lokast),http://www.lokast.com/
LB Software Solutions LLC.,http://www.lbwebworks.com
MyGameFace,http://www.mygamefaceapp.com
RentPadder,
IIMIX.com,http://iimix.com(Gouldnetworks) On hold Revamping
Aviary,
"ImmunoProp Pharma, Inc.",http://www.immunoprop.com
engageSimply,http://www.engagesimply.com
YumZing,http://www.YumZing.com
DEPOSITPHOTOS,http://depositphotos.com/
InVision,http://www.invisionapp.com/
Alcohoot Inc.,http://www.alcohoot.com
Thinknum,http://thinknum.com
EZ Get Cloud,http://myportal.ezgetcloud.com
PadTies,
Case Commons,http://casecommons.org/
FUHBUC COFFEE BAG/MUG,
Skin,
Winito Athletics,http://www.winitoathletics.com/
Digitalent,http://www.digitalentinc.com/
Pentagram,http://www.pentagram.com
Radio Play Enterprises (Radio Play Records),http://www.thisisradioplay.com
Tree Water System,http://www.liveonceconsulting.com
Qnary,http://www.qnary.com
AdRadar,http://www.adradar.com
FlexTraPower,
Spontaneous,
"Moveable Feast Mobile Media, Inc.",http://www.mvabl.com
"1000|MUSEUMS, Inc",http://www.1000Museums.com
Fashboard.it,http://www.fashboard.it
"FONYE, Inc / Your Computer Fixer, LLC",http://fonyedjs.com
TrakPak360,http://www.trakpak360.com
Nature-licious Scan Application,http://www.NatureliciousScanApp.webs.com
TAABS,http://taabs.com/
Timeless Multi-Media Productions,http://www.TimelessMulti-MediaProductions.com
Cheater Beater,
Avua Cachaca,http://www.avuacachaca.com
Genomic Expression Inc,http://www.genomicexpression.com
hatchmap,http://www.hatchmap.com
Dachis Group,http://dachisgroup.com/
SpotlessCity,http://www.spotlesscity.com
Radio Tag,http://www.getradiotag.com/
Swarm ,http://www.sworbrio.com
Couponomy Inc.,http://www.thecouponomy.com
Vindico,http://vindicogroup.com/
Resoomay,http://www.resoomay.com
KloudKaraoke,
Alpha Quotient,http://www.alphaquotient.com
NSONE,https://nsone.net/
mecube,http://www.mecube.com
HEVO Power,http://www.hevopower.com
OrderGroove,http://www.ordergroove.com
Spoonz,
Commodus,
Willow,http://www.startwillow.com
ResiModel,http://www.resimodel.com
Dajomi,http://www.dajomi.com
Cultified,http://www.CULTIFIED.com
SkillBridge,http://www.skillbridge.co
Team of JJ,
PurseWipe,
"DOmedia, LLC",http://www.domedia.com/
Bubbles & Bornstad AS,
Tanktwo Inc.,http://tanktwo.com/
Communal Brands,http://communalbrands.com
Hip Hop Hall of Fame,http://hiphophall.org
Member.buzz,http://www.member.buzz
D-Scope Systems ,http://www.dscopesystems.com
SociableNY,http://www.sociableny.com
Bazarnewyork.com,http://www.bazarnewyork.com
Driftaway Coffee,http://driftaway.coffee
Bizzabo,
ZAPlgt,
Mortar Data,http://www.mortardata.com
Jargon-T,
Re:Fresh,http://www.nycrefresh.com
"Koala Roomie, Inc.",http://www.koalaroomie.com
IfWeRanTheWorld,http://ifwerantheworld.com
Beach Glam,http://www.beach-glam.com
Investormill,http://www.investormill.com
"Fruit Street Health, P.B.C",http://www.fruitstreet.com
StyleSage,http://www.stylesage.co
Angry Villagers,http://www.angryvillagers.com
Glyph,http://www.paywithglyph.com
Xpresso Delight,http://www.xpressodelight.com
Crowd Valley,http://crowdvalley.com
Catchpoint Systems,http://www.catchpoint.com/
"Reality Sports Online, Inc.",http://www.realitysportsonline.com
Ghostnote,
Inludus,http://www.inludus.com
Urban Grocery Recycling,http://urbangroceryrecycling.com
Rippleffekt,http://rippleffekt.com
Placefoo,
Bazaart,http://www.bazaart.me/
BEAUTOPOLIS ,
Green Line,
"MedCAS, LLC",
New York eHealth,http://nyehealth.org/
"MyarchN, LLC",http://www.myarchn.com/
WildCard LLC,http://www.wildcardnewyork.com/
Contextuall,https://contextuall.com/
TAO,
Parrable,http://www.parrable.com
Media6Degrees,http://m6d.com/
"EBM Care, Inc",http://www.ebmcare.com
Gary App,http://www.garyapp.com
DCCLXXVII,http://DCCLXXVII.com
420 Spirits Inc.,http://www.420-spirits.com
Helpatrader,http://helpatrader.wordpress.com
Rentity ,http://rentity.co/#/
O. From Da Block Music,http://www.ofromdablockgsny.com
BAX US,http://www.biz-ax.com
Surpass the Limit,http://surpassthelimit.com
Invasiv Studios,http://www.infornographic.org
Farmer Joe's,http://www.farmer-joes.com/
Cureatr,
Canada Debt relief,
Shake,https://www.shakelaw.com
Outbrain,
FitAd,http://FitAd.com
Business Mentor NY,https://www.governor.ny.gov/press/01302014Business-Mentor-NY
Appetude,http://www.appetude.com
Libero Ferrero,http://www.liberoferrero.com
Vetr,http://www.vetr.com
Veryday Inc,http://veryday.com/
Compass.to,http://www.compass.to
Edziu Ties,https://gust.com/c/europol_attire#company_profile_page
CitiRenter,http://www.CitiRenter.com
Juicebox,http://thejuicebox.com
UGE International (Urban Green Energy),http://www.ugei.com
